rt,responses,questionId,trial_type,trial_index,time_elapsed,internal_node_id,subjectId,group,task,view_history,button_pressed,id,type,shape,stimulus,clicks,button_response,phrase,condition
6160,NA,,html-button-delay-response,3,25283,0.0-3.0,adt9s07glm,canonical training,CB+likert,,0,teaching.1,teaching,The green circle,,,,,
7728,NA,,html-button-delay-response,4,33522,0.0-4.0,adt9s07glm,canonical training,CB+likert,,0,teaching.6,teaching,The green circle,,,,,
6232,NA,,html-button-delay-response,5,40261,0.0-5.0,adt9s07glm,canonical training,CB+likert,,0,teaching.4,teaching,The green circle,,,,,
6859,NA,,html-button-delay-response,6,47625,0.0-6.0,adt9s07glm,canonical training,CB+likert,,0,teaching.3,teaching,The green circle,,,,,
7698,NA,,html-button-delay-response,7,55830,0.0-7.0,adt9s07glm,canonical training,CB+likert,,0,teaching.5,teaching,The green circle,,,,,
9412,NA,break,html-button-response,8,65753,0.0-8.0,adt9s07glm,canonical training,CB+likert,,0,,,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> We will show you two animations. However, only one of them is visible, the other animation is hidden.</p>  <p style='text-align:center'>Your task is to decide whether the sentence you will read describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate. You will then be asked how confident you were while making your choice.</p>",,,,
15461,10,,survey-likert,9,81217,0.0-9.0,adt9s07glm,canonical training,CB+likert,,,testing.3,testing,The green circle,,1,target,does not wug.,notAB
9310,10,,survey-likert,10,91041,0.0-10.0,adt9s07glm,canonical training,CB+likert,,,testing.2,testing,The green circle,,1,target,wugs.,AB
7496,10,,survey-likert,11,99051,0.0-11.0,adt9s07glm,canonical training,CB+likert,,,testing.1,testing,The green circle,,1,CB,does not wug.,AB
8939,10,,survey-likert,12,108502,0.0-12.0,adt9s07glm,canonical training,CB+likert,,,testing.4,testing,The green circle,,1,CB,wugs.,notAB
14341,9,,survey-likert,13,123352,0.0-13.0,adt9s07glm,canonical training,CB+likert,,,testing.6,testing,None of the green circles,,2,CB,wug.,none_true_universal
8598,10,,survey-likert,14,132467,0.0-14.0,adt9s07glm,canonical training,CB+likert,,,testing.5,testing,Every green circle,,1,target,wugs.,all_true_universal
16733,9,,survey-likert,15,149716,0.0-15.0,adt9s07glm,canonical training,CB+likert,,,testing.23,testing,None of the green circles,,2,CB,wug.,none_true_universal
7542,10,,survey-likert,16,157771,0.0-16.0,adt9s07glm,canonical training,CB+likert,,,testing.36,testing,Some of the green circles,,1,target,wug.,some_true
9209,8,,survey-likert,17,167494,0.0-17.0,adt9s07glm,canonical training,CB+likert,,,testing.14,testing,Every green circle,,1,target,wugs.,all_true_existential
8228,8,,survey-likert,18,176237,0.0-18.0,adt9s07glm,canonical training,CB+likert,,,testing.19,testing,Every green circle,,1,target,wugs.,all_true_no_projection
9994,7,,survey-likert,19,186743,0.0-19.0,adt9s07glm,canonical training,CB+likert,,,testing.28,testing,None of the green circles,,1,target,wug.,none_true_no_projection
9102,9,,survey-likert,20,196357,0.0-20.0,adt9s07glm,canonical training,CB+likert,,,testing.13,testing,Every green circle,,1,target,wugs.,all_true_existential
12217,5,,survey-likert,21,209092,0.0-21.0,adt9s07glm,canonical training,CB+likert,,,testing.29,testing,None of the green circles,,1,CB,wug.,none_true_no_projection
10717,10,,survey-likert,22,220318,0.0-22.0,adt9s07glm,canonical training,CB+likert,,,testing.21,testing,None of the green circles,,3,target,wug.,none_true_universal
9676,10,,survey-likert,23,230507,0.0-23.0,adt9s07glm,canonical training,CB+likert,,,testing.7,testing,Every green circle,,2,target,wugs.,all_true_universal
7896,9,,survey-likert,24,238914,0.0-24.0,adt9s07glm,canonical training,CB+likert,,,testing.17,testing,Every green circle,,1,CB,wugs.,all_true_no_projection
10216,10,,survey-likert,25,249641,0.0-25.0,adt9s07glm,canonical training,CB+likert,,,testing.37,testing,Some of the green circles,,1,CB,wug.,some_false
8560,10,,survey-likert,26,258710,0.0-26.0,adt9s07glm,canonical training,CB+likert,,,testing.34,testing,None of the green circles,,1,CB,wug.,none_false
13578,10,,survey-likert,27,272802,0.0-27.0,adt9s07glm,canonical training,CB+likert,,,testing.11,testing,Every green circle,,1,CB,wugs.,all_false
8762,10,,survey-likert,28,282076,0.0-28.0,adt9s07glm,canonical training,CB+likert,,,testing.8,testing,Every green circle,,1,target,wugs.,all_true_universal
7898,10,,survey-likert,29,290484,0.0-29.0,adt9s07glm,canonical training,CB+likert,,,testing.9,testing,Every green circle,,1,target,wugs.,all_true_universal
10793,4,,survey-likert,30,301793,0.0-30.0,adt9s07glm,canonical training,CB+likert,,,testing.30,testing,None of the green circles,,2,CB,wug.,none_true_no_projection
9839,4,,survey-likert,31,312146,0.0-31.0,adt9s07glm,canonical training,CB+likert,,,testing.26,testing,None of the green circles,,1,target,wug.,none_true_existential
10694,4,,survey-likert,32,323353,0.0-32.0,adt9s07glm,canonical training,CB+likert,,,testing.31,testing,None of the green circles,,2,CB,wug.,none_true_no_projection
7748,7,,survey-likert,33,331609,0.0-33.0,adt9s07glm,canonical training,CB+likert,,,testing.22,testing,None of the green circles,,1,target,wug.,none_true_universal
10410,10,,survey-likert,34,342527,0.0-34.0,adt9s07glm,canonical training,CB+likert,,,testing.10,testing,Every green circle,,1,CB,wugs.,all_false
9164,10,,survey-likert,35,352199,0.0-35.0,adt9s07glm,canonical training,CB+likert,,,testing.12,testing,Every green circle,,1,CB,wugs.,all_false
7688,4,,survey-likert,36,360397,0.0-36.0,adt9s07glm,canonical training,CB+likert,,,testing.24,testing,None of the green circles,,1,target,wug.,none_true_existential
9938,10,,survey-likert,37,370843,0.0-37.0,adt9s07glm,canonical training,CB+likert,,,testing.32,testing,None of the green circles,,1,CB,wug.,none_false
7408,6,,survey-likert,38,378762,0.0-38.0,adt9s07glm,canonical training,CB+likert,,,testing.25,testing,None of the green circles,,1,target,wug.,none_true_existential
23006,10,,survey-likert,39,402279,0.0-39.0,adt9s07glm,canonical training,CB+likert,,,testing.27,testing,None of the green circles,,2,target,wug.,none_true_existential
7487,10,,survey-likert,40,410280,0.0-40.0,adt9s07glm,canonical training,CB+likert,,,testing.33,testing,None of the green circles,,1,CB,wug.,none_false
6593,7,,survey-likert,41,417388,0.0-41.0,adt9s07glm,canonical training,CB+likert,,,testing.20,testing,Every green circle,,1,target,wugs.,all_true_no_projection
6883,7,,survey-likert,42,424779,0.0-42.0,adt9s07glm,canonical training,CB+likert,,,testing.18,testing,Every green circle,,1,target,wugs.,all_true_no_projection
6472,10,,survey-likert,43,431767,0.0-43.0,adt9s07glm,canonical training,CB+likert,,,testing.38,testing,Some of the green circles,,1,CB,wug.,some_false
8805,10,,survey-likert,44,441090,0.0-44.0,adt9s07glm,canonical training,CB+likert,,,testing.35,testing,Some of the green circles,,2,target,wug.,some_true
5998,7,,survey-likert,45,447597,0.0-45.0,adt9s07glm,canonical training,CB+likert,,,testing.15,testing,Every green circle,,1,target,wugs.,all_true_existential
6585,7,,survey-likert,46,454684,0.0-46.0,adt9s07glm,canonical training,CB+likert,,,testing.16,testing,Every green circle,,1,target,wugs.,all_true_existential
7290,10,,survey-likert,47,462486,0.0-47.0,adt9s07glm,canonical training,CB+likert,,,testing.42,testing,Every green circle,,1,CB,wugs.,every_weird_nored
6165,10,,survey-likert,48,469161,0.0-48.0,adt9s07glm,canonical training,CB+likert,,,testing.39,testing,None of the green circles,,1,CB,wug.,none_weird_red
6062,10,,survey-likert,49,475727,0.0-49.0,adt9s07glm,canonical training,CB+likert,,,testing.41,testing,None of the green circles,,1,CB,wug.,none_weird_nored
5367,10,,survey-likert,50,481596,0.0-50.0,adt9s07glm,canonical training,CB+likert,,,testing.40,testing,Every green circle,,1,CB,wugs.,every_weird_red
15367,"['wugging was primarily about starting on the red line', 'wugging was about the relative position of the circle and the red line']",self_report,survey-multi-select,51,497474,0.0-51.0,adt9s07glm,canonical training,CB+likert,,,,,,,,,,
23639,2+ug,demo.1,survey-dropdown,52,521118,0.0-52.0,adt9s07glm,canonical training,CB+likert,,,,,,,,,,
23639,1ug,demo.2,survey-dropdown,52,521118,0.0-52.0,adt9s07glm,canonical training,CB+likert,,,,,,,,,,
23639,female,demo.3,survey-dropdown,52,521118,0.0-52.0,adt9s07glm,canonical training,CB+likert,,,,,,,,,,
23639,12-24,demo.4,survey-dropdown,52,521118,0.0-52.0,adt9s07glm,canonical training,CB+likert,,,,,,,,,,
6181,5974db749857fb00014c4191,ProlificID,survey-text,0,6191,0.0-0.0,c5fgo88zt2,canonical training,CB+likert,,,,,,,,,,
4152,NA,instructions,instructions,1,10348,0.0-1.0,c5fgo88zt2,canonical training,CB+likert,"[{""page_index"":0,""viewing_time"":4148}]",,,,,,,,,
13200,NA,,html-button-delay-response,2,23561,0.0-2.0,c5fgo88zt2,canonical training,CB+likert,,0,teaching.1,teaching,The green circle,,,,,
5101,NA,,html-button-delay-response,3,29171,0.0-3.0,c5fgo88zt2,canonical training,CB+likert,,0,teaching.2,teaching,The green circle,,,,,
2675,NA,,html-button-delay-response,4,32354,0.0-4.0,c5fgo88zt2,canonical training,CB+likert,,0,teaching.6,teaching,The green circle,,,,,
2686,NA,,html-button-delay-response,5,35548,0.0-5.0,c5fgo88zt2,canonical training,CB+likert,,0,teaching.3,teaching,The green circle,,,,,
9496,NA,,html-button-delay-response,6,45553,0.0-6.0,c5fgo88zt2,canonical training,CB+likert,,0,teaching.4,teaching,The green circle,,,,,
33276,NA,,html-button-delay-response,7,79338,0.0-7.0,c5fgo88zt2,canonical training,CB+likert,,0,teaching.5,teaching,The green circle,,,,,
114854,NA,break,html-button-response,8,194701,0.0-8.0,c5fgo88zt2,canonical training,CB+likert,,0,,,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> We will show you two animations. However, only one of them is visible, the other animation is hidden.</p>  <p style='text-align:center'>Your task is to decide whether the sentence you will read describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate. You will then be asked how confident you were while making your choice.</p>",,,,
49593,7,,survey-likert,9,244306,0.0-9.0,c5fgo88zt2,canonical training,CB+likert,,,testing.3,testing,The green circle,,4,CB,does not wug.,notAB
12406,9,,survey-likert,10,257228,0.0-10.0,c5fgo88zt2,canonical training,CB+likert,,,testing.2,testing,The green circle,,1,CB,wugs.,AB
6944,2,,survey-likert,11,264687,0.0-11.0,c5fgo88zt2,canonical training,CB+likert,,,testing.4,testing,The green circle,,1,target,wugs.,notAB
6531,4,,survey-likert,12,271732,0.0-12.0,c5fgo88zt2,canonical training,CB+likert,,,testing.1,testing,The green circle,,1,CB,does not wug.,AB
8024,8,,survey-likert,13,280271,0.0-13.0,c5fgo88zt2,canonical training,CB+likert,,,testing.6,testing,None of the green circles,,1,CB,wug.,none_true_universal
5621,9,,survey-likert,14,286404,0.0-14.0,c5fgo88zt2,canonical training,CB+likert,,,testing.5,testing,Every green circle,,1,CB,wugs.,all_true_universal
5376,3,,survey-likert,15,292296,0.0-15.0,c5fgo88zt2,canonical training,CB+likert,,,testing.32,testing,None of the green circles,,1,target,wug.,none_false
6826,2,,survey-likert,16,299638,0.0-16.0,c5fgo88zt2,canonical training,CB+likert,,,testing.11,testing,Every green circle,,1,target,wugs.,all_false
5885,7,,survey-likert,17,306040,0.0-17.0,c5fgo88zt2,canonical training,CB+likert,,,testing.12,testing,Every green circle,,1,CB,wugs.,all_false
5172,1,,survey-likert,18,311727,0.0-18.0,c5fgo88zt2,canonical training,CB+likert,,,testing.38,testing,Some of the green circles,,1,target,wug.,some_false
7984,2,,survey-likert,19,320226,0.0-19.0,c5fgo88zt2,canonical training,CB+likert,,,testing.30,testing,None of the green circles,,1,target,wug.,none_true_no_projection
6156,8,,survey-likert,20,326899,0.0-20.0,c5fgo88zt2,canonical training,CB+likert,,,testing.17,testing,Every green circle,,1,CB,wugs.,all_true_no_projection
4811,5,,survey-likert,21,332227,0.0-21.0,c5fgo88zt2,canonical training,CB+likert,,,testing.33,testing,None of the green circles,,1,target,wug.,none_false
4943,1,,survey-likert,22,337685,0.0-22.0,c5fgo88zt2,canonical training,CB+likert,,,testing.25,testing,None of the green circles,,1,target,wug.,none_true_existential
5666,5,,survey-likert,23,343861,0.0-23.0,c5fgo88zt2,canonical training,CB+likert,,,testing.27,testing,None of the green circles,,1,target,wug.,none_true_existential
4489,6,,survey-likert,24,348861,0.0-24.0,c5fgo88zt2,canonical training,CB+likert,,,testing.36,testing,Some of the green circles,,1,CB,wug.,some_true
5741,4,,survey-likert,25,355116,0.0-25.0,c5fgo88zt2,canonical training,CB+likert,,,testing.21,testing,None of the green circles,,1,target,wug.,none_true_universal
6811,3,,survey-likert,26,362442,0.0-26.0,c5fgo88zt2,canonical training,CB+likert,,,testing.29,testing,None of the green circles,,1,target,wug.,none_true_no_projection
6297,3,,survey-likert,27,369255,0.0-27.0,c5fgo88zt2,canonical training,CB+likert,,,testing.35,testing,Some of the green circles,,1,target,wug.,some_true
8260,7,,survey-likert,28,378032,0.0-28.0,c5fgo88zt2,canonical training,CB+likert,,,testing.22,testing,None of the green circles,,1,target,wug.,none_true_universal
4181,8,,survey-likert,29,382725,0.0-29.0,c5fgo88zt2,canonical training,CB+likert,,,testing.26,testing,None of the green circles,,1,target,wug.,none_true_existential
2357,6,,survey-likert,30,385596,0.0-30.0,c5fgo88zt2,canonical training,CB+likert,,,testing.13,testing,Every green circle,,0,CB,wugs.,all_true_existential
4154,6,,survey-likert,31,390264,0.0-31.0,c5fgo88zt2,canonical training,CB+likert,,,testing.28,testing,None of the green circles,,1,CB,wug.,none_true_no_projection
3773,5,,survey-likert,32,394552,0.0-32.0,c5fgo88zt2,canonical training,CB+likert,,,testing.8,testing,Every green circle,,1,target,wugs.,all_true_universal
4678,7,,survey-likert,33,399746,0.0-33.0,c5fgo88zt2,canonical training,CB+likert,,,testing.24,testing,None of the green circles,,1,CB,wug.,none_true_existential
5283,7,,survey-likert,34,405544,0.0-34.0,c5fgo88zt2,canonical training,CB+likert,,,testing.19,testing,Every green circle,,1,CB,wugs.,all_true_no_projection
5330,9,,survey-likert,35,411390,0.0-35.0,c5fgo88zt2,canonical training,CB+likert,,,testing.16,testing,Every green circle,,1,CB,wugs.,all_true_existential
4840,7,,survey-likert,36,416743,0.0-36.0,c5fgo88zt2,canonical training,CB+likert,,,testing.14,testing,Every green circle,,1,CB,wugs.,all_true_existential
5145,4,,survey-likert,37,422403,0.0-37.0,c5fgo88zt2,canonical training,CB+likert,,,testing.23,testing,None of the green circles,,1,target,wug.,none_true_universal
4729,2,,survey-likert,38,427648,0.0-38.0,c5fgo88zt2,canonical training,CB+likert,,,testing.31,testing,None of the green circles,,1,target,wug.,none_true_no_projection
5530,5,,survey-likert,39,433693,0.0-39.0,c5fgo88zt2,canonical training,CB+likert,,,testing.9,testing,Every green circle,,1,CB,wugs.,all_true_universal
4405,8,,survey-likert,40,438612,0.0-40.0,c5fgo88zt2,canonical training,CB+likert,,,testing.15,testing,Every green circle,,1,CB,wugs.,all_true_existential
5275,3,,survey-likert,41,444401,0.0-41.0,c5fgo88zt2,canonical training,CB+likert,,,testing.34,testing,None of the green circles,,1,target,wug.,none_false
5265,9,,survey-likert,42,450182,0.0-42.0,c5fgo88zt2,canonical training,CB+likert,,,testing.20,testing,Every green circle,,1,CB,wugs.,all_true_no_projection
4564,3,,survey-likert,43,455261,0.0-43.0,c5fgo88zt2,canonical training,CB+likert,,,testing.10,testing,Every green circle,,1,target,wugs.,all_false
6040,10,,survey-likert,44,461816,0.0-44.0,c5fgo88zt2,canonical training,CB+likert,,,testing.7,testing,Every green circle,,1,CB,wugs.,all_true_universal
5093,4,,survey-likert,45,467424,0.0-45.0,c5fgo88zt2,canonical training,CB+likert,,,testing.37,testing,Some of the green circles,,1,CB,wug.,some_false
3544,6,,survey-likert,46,471484,0.0-46.0,c5fgo88zt2,canonical training,CB+likert,,,testing.18,testing,Every green circle,,0,CB,wugs.,all_true_no_projection
5519,7,,survey-likert,47,477518,0.0-47.0,c5fgo88zt2,canonical training,CB+likert,,,testing.42,testing,Every green circle,,1,CB,wugs.,every_weird_nored
4815,3,,survey-likert,48,482849,0.0-48.0,c5fgo88zt2,canonical training,CB+likert,,,testing.41,testing,None of the green circles,,1,target,wug.,none_weird_nored
5198,8,,survey-likert,49,488560,0.0-49.0,c5fgo88zt2,canonical training,CB+likert,,,testing.40,testing,Every green circle,,1,CB,wugs.,every_weird_red
5340,9,,survey-likert,50,494414,0.0-50.0,c5fgo88zt2,canonical training,CB+likert,,,testing.39,testing,None of the green circles,,1,target,wug.,none_weird_red
14302,"['wugging was primarily about vertical movement', 'wugging was primarily about starting on the red line', 'wugging was about the relative position of the circle and the red line']",self_report,survey-multi-select,51,509240,0.0-51.0,c5fgo88zt2,canonical training,CB+likert,,,,,,,,,,
35369,1g,demo.1,survey-dropdown,52,544641,0.0-52.0,c5fgo88zt2,canonical training,CB+likert,,,,,,,,,,
35369,1g,demo.2,survey-dropdown,52,544641,0.0-52.0,c5fgo88zt2,canonical training,CB+likert,,,,,,,,,,
35369,female,demo.3,survey-dropdown,52,544641,0.0-52.0,c5fgo88zt2,canonical training,CB+likert,,,,,,,,,,
35369,25-34,demo.4,survey-dropdown,52,544641,0.0-52.0,c5fgo88zt2,canonical training,CB+likert,,,,,,,,,,
7286,5c062cef891bb4000121c91c,ProlificID,survey-text,0,7287,0.0-0.0,ns0oudpupg,canonical training,CB+likert,,,,,,,,,,
1261,NA,instructions,instructions,1,8549,0.0-1.0,ns0oudpupg,canonical training,CB+likert,"[{""page_index"":0,""viewing_time"":1260}]",,,,,,,,,
